mean,group_var,bin,outcome,mkt,boot_rep
-0.0270025354338884,overall,,ch_dist,9,21
-0.0278099958072423,age,"(19.8,28.6]",ch_dist,9,21
-0.0263680109427232,age,"(28.6,37.4]",ch_dist,9,21
-0.0251056653438461,age,"(37.4,46.2]",ch_dist,9,21
-0.0228966706922725,age,"(46.2,55]",ch_dist,9,21
-0.0306338763522678,age,"[11,19.8]",ch_dist,9,21
-0.0270025354338884,ci_scorent,100,ch_dist,9,21
-0.0270025354338884,obgyn_10kwra,100,ch_dist,9,21
-0.0291812623387899,nhblack,0,ch_dist,9,21
-0.0232371919171191,nhblack,1,ch_dist,9,21
-0.0243667163219729,mcaid_unins,0,ch_dist,9,21
-0.0297574749066492,mcaid_unins,1,ch_dist,9,21
-0.0264939102489452,hispanic,0,ch_dist,9,21
-0.0295451977813546,hispanic,1,ch_dist,9,21
0.130346577640109,overall,,ch_peri,9,21
0.121383444848187,age,"(19.8,28.6]",ch_peri,9,21
0.138230113384635,age,"(28.6,37.4]",ch_peri,9,21
0.139851330397716,age,"(37.4,46.2]",ch_peri,9,21
0.13599354493187,age,"(46.2,55]",ch_peri,9,21
0.104848209953666,age,"[11,19.8]",ch_peri,9,21
0.130346577640109,ci_scorent,100,ch_peri,9,21
0.130346577640109,obgyn_10kwra,100,ch_peri,9,21
0.171208024139103,nhblack,0,ch_peri,9,21
0.0819958441403455,nhblack,1,ch_peri,9,21
0.148595323501993,mcaid_unins,0,ch_peri,9,21
0.111273117676177,mcaid_unins,1,ch_peri,9,21
0.131290052398066,hispanic,0,ch_peri,9,21
0.125630063763371,hispanic,1,ch_peri,9,21
0.101502292253902,overall,,ch_teach,9,21
0.0976119193485546,age,"(19.8,28.6]",ch_teach,9,21
0.102656731169005,age,"(28.6,37.4]",ch_teach,9,21
0.111909595747371,age,"(37.4,46.2]",ch_teach,9,21
0.113435086911008,age,"(46.2,55]",ch_teach,9,21
0.102238909591575,age,"[11,19.8]",ch_teach,9,21
0.101502292253902,ci_scorent,100,ch_teach,9,21
0.101502292253902,obgyn_10kwra,100,ch_teach,9,21
0.0791873480009235,nhblack,0,ch_teach,9,21
0.116973169241509,nhblack,1,ch_teach,9,21
0.0952930197057622,mcaid_unins,0,ch_teach,9,21
0.107992179956238,mcaid_unins,1,ch_teach,9,21
0.0980129274708857,hispanic,0,ch_teach,9,21
0.118945935850399,hispanic,1,ch_teach,9,21
0.0251293383036054,overall,,ch_csection,9,21
0.0206638497853468,age,"(19.8,28.6]",ch_csection,9,21
0.0280513297327314,age,"(28.6,37.4]",ch_csection,9,21
0.0321361812030232,age,"(37.4,46.2]",ch_csection,9,21
0.0368128675728471,age,"(46.2,55]",ch_csection,9,21
0.0185490864129331,age,"[11,19.8]",ch_csection,9,21
0.0251293383036054,ci_scorent,100,ch_csection,9,21
0.0251293383036054,obgyn_10kwra,100,ch_csection,9,21
0.025178691773072,nhblack,0,ch_csection,9,21
0.0221984858752294,nhblack,1,ch_csection,9,21
0.0266260414661252,mcaid_unins,0,ch_csection,9,21
0.0235649947556009,mcaid_unins,1,ch_csection,9,21
0.0237351048856753,hispanic,0,ch_csection,9,21
0.0320992346443575,hispanic,1,ch_csection,9,21
