mean,group_var,bin,outcome,mkt,boot_rep
-0.0271137248179829,overall,,ch_dist,9,19
-0.0279601585206644,age,"(19.8,28.6]",ch_dist,9,19
-0.0264661863522738,age,"(28.6,37.4]",ch_dist,9,19
-0.0251638696176813,age,"(37.4,46.2]",ch_dist,9,19
-0.0225899655767895,age,"(46.2,55]",ch_dist,9,19
-0.0306496256112656,age,"[11,19.8]",ch_dist,9,19
-0.0271137248179829,ci_scorent,100,ch_dist,9,19
-0.0271137248179829,obgyn_10kwra,100,ch_dist,9,19
-0.0294886014429281,nhblack,0,ch_dist,9,19
-0.0231864934871946,nhblack,1,ch_dist,9,19
-0.0246101600033771,mcaid_unins,0,ch_dist,9,19
-0.0297411984727201,mcaid_unins,1,ch_dist,9,19
-0.0266001291189414,hispanic,0,ch_dist,9,19
-0.0296735144172037,hispanic,1,ch_dist,9,19
0.129630192530318,overall,,ch_peri,9,19
0.121194057191521,age,"(19.8,28.6]",ch_peri,9,19
0.137315271665108,age,"(28.6,37.4]",ch_peri,9,19
0.137635360218981,age,"(37.4,46.2]",ch_peri,9,19
0.133493252042167,age,"(46.2,55]",ch_peri,9,19
0.104792144514258,age,"[11,19.8]",ch_peri,9,19
0.129630192530318,ci_scorent,100,ch_peri,9,19
0.129630192530318,obgyn_10kwra,100,ch_peri,9,19
0.171692296097205,nhblack,0,ch_peri,9,19
0.0793264738528755,nhblack,1,ch_peri,9,19
0.149148755961579,mcaid_unins,0,ch_peri,9,19
0.109145597566064,mcaid_unins,1,ch_peri,9,19
0.131145638010476,hispanic,0,ch_peri,9,19
0.122077127764518,hispanic,1,ch_peri,9,19
0.10054805524781,overall,,ch_teach,9,19
0.0970603003139879,age,"(19.8,28.6]",ch_teach,9,19
0.101495924466308,age,"(28.6,37.4]",ch_teach,9,19
0.109973939756822,age,"(37.4,46.2]",ch_teach,9,19
0.109420329205204,age,"(46.2,55]",ch_teach,9,19
0.101840708647249,age,"[11,19.8]",ch_teach,9,19
0.10054805524781,ci_scorent,100,ch_teach,9,19
0.10054805524781,obgyn_10kwra,100,ch_teach,9,19
0.0790893248074459,nhblack,0,ch_teach,9,19
0.114553430201145,nhblack,1,ch_teach,9,19
0.0936662867608568,mcaid_unins,0,ch_teach,9,19
0.107770422846197,mcaid_unins,1,ch_teach,9,19
0.0969795651056093,hispanic,0,ch_teach,9,19
0.118333609075414,hispanic,1,ch_teach,9,19
0.0252937563804333,overall,,ch_csection,9,19
0.0212085385095738,age,"(19.8,28.6]",ch_csection,9,19
0.0279948318723378,age,"(28.6,37.4]",ch_csection,9,19
0.0313562148819566,age,"(37.4,46.2]",ch_csection,9,19
0.0333631577790384,age,"(46.2,55]",ch_csection,9,19
0.019687013827813,age,"[11,19.8]",ch_csection,9,19
0.0252937563804333,ci_scorent,100,ch_csection,9,19
0.0252937563804333,obgyn_10kwra,100,ch_csection,9,19
0.0255993858873539,nhblack,0,ch_csection,9,19
0.0223980697543526,nhblack,1,ch_csection,9,19
0.0266630357242597,mcaid_unins,0,ch_csection,9,19
0.0238567073450377,mcaid_unins,1,ch_csection,9,19
0.0240175486101496,hispanic,0,ch_csection,9,19
0.0316544470616717,hispanic,1,ch_csection,9,19
